study,cancer_type,protein,transcript,expression
TCGA,TCGA Bladder Urothelial Carcinoma,Isoform 2,ENST00000445658,"{""label"": ""ENST00000445658"", ""med"": -2.635, ""q1"": -5.012, ""q3"": -1.355, ""whislo"": -9.966, ""whishi"": 4.014, ""fliers"": [4.677], ""color"": [0.9882352941176471, 0.5529411764705883, 0.3843137254901961]}"
TCGA,TCGA Bladder Urothelial Carcinoma,Isoform 3,ENST00000578199,"{""label"": ""ENST00000578199"", ""med"": -6.506, ""q1"": -9.966, ""q3"": -3.626, ""whislo"": -9.966, ""whishi"": 1.808, ""fliers"": [], ""color"": [0.5529411764705883, 0.6274509803921569, 0.796078431372549]}"
TCGA,TCGA Bladder Urothelial Carcinoma,Isoform 3,ENST00000584014,"{""label"": ""ENST00000584014"", ""med"": -1.639, ""q1"": -2.466, ""q3"": -0.9546, ""whislo"": -4.608, ""whishi"": 1.288, ""fliers"": [-9.966, -9.966, -9.966, 2.319, -9.966, -9.966, 4.115, 1.642, 5.776, 2.125, -9.966, -9.966, -5.012, 3.514, 1.317, -9.966, 3.129, 1.956, 2.384, -9.966, -9.966, 1.647], ""color"": [0.5529411764705883, 0.6274509803921569, 0.796078431372549]}"
TCGA,TCGA Bladder Urothelial Carcinoma,Isoform 4,ENST00000578502,"{""label"": ""ENST00000578502"", ""med"": -1.994, ""q1"": -3.816, ""q3"": -0.6529499999999999, ""whislo"": -4.608, ""whishi"": 3.95, ""fliers"": [-9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, 4.926, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966], ""color"": [0.9058823529411765, 0.5411764705882353, 0.7647058823529411]}"
TCGA,TCGA Bladder Urothelial Carcinoma,Isoform 5,ENST00000578709,"{""label"": ""ENST00000578709"", ""med"": -9.966, ""q1"": -9.966, ""q3"": -9.966, ""whislo"": -9.966, ""whishi"": -9.966, ""fliers"": [-3.626, -3.816, -1.271, -2.053, -2.466, -3.626, -3.215, -3.816, -5.012, -3.308, -0.5543, -3.458, -3.626, -3.626, -3.816, -3.626, -3.171, -5.012, -4.035, -3.626, -2.178, -3.171, -3.816, -4.035, -1.318, -3.816, -3.458, -4.608, -4.035, -3.816, -3.458, -4.608], ""color"": [0.6509803921568628, 0.8470588235294118, 0.32941176470588235]}"
TCGA,TCGA Bladder Urothelial Carcinoma,Isoform 6,ENST00000580074,"{""label"": ""ENST00000580074"", ""med"": -0.3566, ""q1"": -2.2115, ""q3"": 0.80815, ""whislo"": -4.608, ""whishi"": 4.786, ""fliers"": [-9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, 5.538, -9.966, -9.966, 5.738, -9.966, -9.966, 6.184, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, 5.572, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, 6.766, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966], ""color"": [1.0, 0.8509803921568627, 0.1843137254901961]}"
TCGA,TCGA Bladder Urothelial Carcinoma,Isoform 7,ENST00000582818,"{""label"": ""ENST00000582818"", ""med"": -9.966, ""q1"": -9.966, ""q3"": -1.781, ""whislo"": -9.966, ""whishi"": 3.888, ""fliers"": [], ""color"": [0.8980392156862745, 0.7686274509803922, 0.5803921568627451]}"
TCGA,TCGA Bladder Urothelial Carcinoma,Isoform 8,ENST00000584450,"{""label"": ""ENST00000584450"", ""med"": -4.608, ""q1"": -9.966, ""q3"": -3.308, ""whislo"": -9.966, ""whishi"": 2.48, ""fliers"": [], ""color"": [0.7019607843137254, 0.7019607843137254, 0.7019607843137254]}"
TCGA,TCGA Bladder Urothelial Carcinoma,Isoform 9,ENST00000584601,"{""label"": ""ENST00000584601"", ""med"": -4.035, ""q1"": -9.966, ""q3"": -2.466, ""whislo"": -9.966, ""whishi"": 4.967, ""fliers"": [], ""color"": [0.4, 0.7607843137254902, 0.6470588235294118]}"
TCGA,TCGA Brain Lower Grade Glioma,Isoform 1,ENST00000269571,"{""label"": ""ENST00000269571"", ""med"": -2.178, ""q1"": -9.966, ""q3"": -0.58645, ""whislo"": -9.966, ""whishi"": 4.768, ""fliers"": [], ""color"": [0.4, 0.7607843137254902, 0.6470588235294118]}"
TCGA,TCGA Brain Lower Grade Glioma,Isoform 2,ENST00000445658,"{""label"": ""ENST00000445658"", ""med"": -9.966, ""q1"": -9.966, ""q3"": -9.966, ""whislo"": -9.966, ""whishi"": -9.966, ""fliers"": [-4.035, -2.315, 0.5955, -2.388, -0.4921, -2.548, -2.932, -4.293, -3.626, -3.816, -1.392, -0.8084, -3.171, -4.293, -4.608, -4.035, -1.595, -1.781, -2.932, -4.293, -0.7834, -3.816, -3.816, -1.685, -3.458, -3.308, -1.685, -4.608, -1.994, -3.047, -4.293, -1.47, -3.816, -4.035, -6.506, -4.608, -3.047, -3.047, -4.035, -4.608, -1.47, -2.727, -0.394, -3.458, -3.308, -6.506, -3.626, -5.012, -2.548, -3.626, -3.047, -3.171, -3.171, -2.826, -2.932, -4.293, -1.732, -3.458, -4.035, -3.171, -2.388, -2.932, -0.9406, -2.635, -1.318, -3.171, -2.053, -4.293, -3.626, -3.047, -3.626, -3.458, -4.035, -2.466, -4.293, -2.932, -4.293, -1.994, -2.388, -3.816, -3.626, -3.047, -3.816, -0.0877, -5.012, -2.315, -4.608, -4.293, -4.035, -2.466, -3.626, -2.932, -4.442, -4.035, -4.293, -2.245, -1.994], ""color"": [0.9882352941176471, 0.5529411764705883, 0.3843137254901961]}"
TCGA,TCGA Brain Lower Grade Glioma,Isoform 3,ENST00000578199,"{""label"": ""ENST00000578199"", ""med"": -2.315, ""q1"": -9.966, ""q3"": -0.8863, ""whislo"": -9.966, ""whishi"": 1.934, ""fliers"": [], ""color"": [0.5529411764705883, 0.6274509803921569, 0.796078431372549]}"
TCGA,TCGA Brain Lower Grade Glioma,Isoform 3,ENST00000584014,"{""label"": ""ENST00000584014"", ""med"": -1.552, ""q1"": -2.427, ""q3"": -0.8339, ""whislo"": -4.293, ""whishi"": 1.085, ""fliers"": [-9.966, -9.966, -5.012, -9.966, -9.966, -9.966, -6.506, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966], ""color"": [0.5529411764705883, 0.6274509803921569, 0.796078431372549]}"
TCGA,TCGA Brain Lower Grade Glioma,Isoform 4,ENST00000578502,"{""label"": ""ENST00000578502"", ""med"": -9.966, ""q1"": -9.966, ""q3"": -2.548, ""whislo"": -9.966, ""whishi"": 0.8408, ""fliers"": [], ""color"": [0.9058823529411765, 0.5411764705882353, 0.7647058823529411]}"
TCGA,TCGA Brain Lower Grade Glioma,Isoform 5,ENST00000578709,"{""label"": ""ENST00000578709"", ""med"": -9.966, ""q1"": -9.966, ""q3"": -9.966, ""whislo"": -9.966, ""whishi"": -9.966, ""fliers"": [-3.458, -2.388, -3.308, -3.458, -3.626, -3.308, -3.308, -3.458, -3.308, -3.626, -3.458, -3.626, -3.458, -3.047, -3.816, -3.816, -3.308, -3.308], ""color"": [0.6509803921568628, 0.8470588235294118, 0.32941176470588235]}"
TCGA,TCGA Brain Lower Grade Glioma,Isoform 6,ENST00000580074,"{""label"": ""ENST00000580074"", ""med"": -1.884, ""q1"": -9.966, ""q3"": -0.7711, ""whislo"": -9.966, ""whishi"": 2.144, ""fliers"": [], ""color"": [1.0, 0.8509803921568627, 0.1843137254901961]}"
TCGA,TCGA Brain Lower Grade Glioma,Isoform 7,ENST00000582818,"{""label"": ""ENST00000582818"", ""med"": -9.966, ""q1"": -9.966, ""q3"": -9.966, ""whislo"": -9.966, ""whishi"": -9.966, ""fliers"": [-0.2328, -1.994, -1.595, -0.2159, -2.727, -1.994, -1.51, -1.685, -1.318, -2.315, -2.548, -1.355, -0.5332, -0.6873, -1.938, -0.8599, -1.056, -6.506, -0.6873, -3.816, 0.5666, -1.283, -1.732, 0.5859, -1.831, -0.5332, -0.2159, -0.7834, -0.9971, -0.8599, -1.47, -0.3022, -1.732, -3.816, -5.574, -1.355, -2.826, -1.595, -0.394, -0.8084, -0.2845, -1.056, -1.595, -0.6873, -2.178, -0.5125, -1.248, -1.355, -1.117, -1.884, -0.8599, -2.315, -0.8863, -1.47, -1.884, -0.5543, -0.2671, -1.056, -0.6193, -1.573, -1.117, -2.427, 0.537, -1.938, -1.51, 0.099, -1.994, 0.7664, -1.431], ""color"": [0.8980392156862745, 0.7686274509803922, 0.5803921568627451]}"
TCGA,TCGA Brain Lower Grade Glioma,Isoform 8,ENST00000584450,"{""label"": ""ENST00000584450"", ""med"": -9.966, ""q1"": -9.966, ""q3"": -9.966, ""whislo"": -9.966, ""whishi"": -9.966, ""fliers"": [-5.012, -5.574, -3.458, -6.506, -1.056, -4.158, -4.035, -2.826, -3.921, -5.574, -3.626, -4.293, -5.012, -4.293, -3.047, -5.012, -1.431, -3.816, -6.506, -4.608, -3.816, -4.608, -3.171, -1.938, -3.626, -3.171, -5.012, -4.293, -4.293, -4.293, -3.626, -5.012, -2.635, -5.574, -4.035, -2.932, -5.012, -4.608, -4.608, -4.608, -5.012, -6.506, -4.293, -4.293, -3.626, -5.574, -3.816, -1.685, -5.012, -2.932, -4.608, -3.626, -3.458, -5.012, -3.626, -3.171, -5.012, -4.035, -4.608, -4.293, -4.608, -3.171, -3.626, -2.466, -3.816, -2.466, -2.635, -4.608, -4.035, -3.047, -5.012, -4.035, -3.626, -5.574, -5.012, -3.816, -4.035, -4.293, -5.012, -5.012, -5.012, -5.012, -6.506, -4.035, -5.012, -6.506, -4.035, -4.035, -3.458, -4.608, -3.308, -3.458, -4.293, -5.012, -4.035, -4.293, -6.506, -3.308, -5.574, -5.966, -5.574, -4.293, -5.012, -4.608, -5.012, -4.608, -4.608, -3.816, -5.574, -2.932, -3.171, -1.639, -5.574, -3.626], ""color"": [0.7019607843137254, 0.7019607843137254, 0.7019607843137254]}"
TCGA,TCGA Brain Lower Grade Glioma,Isoform 9,ENST00000584601,"{""label"": ""ENST00000584601"", ""med"": 0.4016, ""q1"": -0.29335, ""q3"": 0.9716, ""whislo"": -2.178, ""whishi"": 2.549, ""fliers"": [-4.035, -3.308, -5.574, -9.966, -3.458, -9.966, -4.608, -9.966, -9.966, -4.293, -3.626, -9.966, -2.466, -2.388, -5.574, -5.012, -5.012, -3.047, -2.315, -2.548, -2.727, -3.816, -4.608, -2.315, -2.635, -3.626, -3.626, -9.966, -2.245, -3.308, -2.548, -5.574, -9.966, -2.245, -2.635, -9.966, -9.966, 2.905, -2.466], ""color"": [0.4, 0.7607843137254902, 0.6470588235294118]}"
TCGA,TCGA Breast Invasive Carcinoma,Isoform 1,ENST00000269571,"{""label"": ""ENST00000269571"", ""med"": 4.28, ""q1"": 3.1395, ""q3"": 5.228, ""whislo"": 0.0158, ""whishi"": 8.259, ""fliers"": [-9.966, 9.132, 10.36, -1.283, 0.0014, 9.136, -0.3752, -9.966, 9.735, 9.255, -0.5756, -9.966, -1.355, -0.4921, -0.7834, 9.282, 8.652, -1.831, -0.0425, -2.826, 9.031, 9.738, -0.1993, -4.293, 8.392, -0.3752, 9.802, 8.865, 9.062, -1.938, -1.552, -0.4521, 8.764, 9.533, 9.193, 8.995, 8.691, 8.856, -1.283, 9.269, -1.318, -0.5332, -0.6416, -2.635, 8.482, -0.8339, 9.221, -0.3752, 9.362, 9.094, -9.966, 9.552, -0.8339, 9.357, -3.626, 9.363, 9.012, 9.068, 8.887, 9.552, 9.228, 9.714, -1.181, 8.914, 8.586, -2.826, -0.3566, 8.894, -1.47, -0.0425, 8.42, 9.514, -2.053, 8.628, 8.78, -1.181, -4.293, -9.966, 9.192, 9.397, -0.6873, -1.149, 9.24, 9.095, 8.888, -0.2159, 9.039, -0.2845], ""color"": [0.4, 0.7607843137254902, 0.6470588235294118]}"
TCGA,TCGA Breast Invasive Carcinoma,Isoform 2,ENST00000445658,"{""label"": ""ENST00000445658"", ""med"": -2.388, ""q1"": -4.293, ""q3"": -0.9971, ""whislo"": -6.506, ""whishi"": 3.844, ""fliers"": [-9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, 3.958, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, 5.241, 4.336, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, 4.04, -9.966, -9.966, -9.966, 4.397, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, 4.082, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966], ""color"": [0.9882352941176471, 0.5529411764705883, 0.3843137254901961]}"
TCGA,TCGA Breast Invasive Carcinoma,Isoform 3,ENST00000578199,"{""label"": ""ENST00000578199"", ""med"": -1.732, ""q1"": -4.035, ""q3"": -0.3022, ""whislo"": -6.506, ""whishi"": 4.907, ""fliers"": [-9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, 5.789, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, 5.344, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966], ""color"": [0.5529411764705883, 0.6274509803921569, 0.796078431372549]}"
TCGA,TCGA Breast Invasive Carcinoma,Isoform 3,ENST00000584014,"{""label"": ""ENST00000584014"", ""med"": -1.781, ""q1"": -2.681, ""q3"": -0.8599, ""whislo"": -5.012, ""whishi"": 1.816, ""fliers"": [-9.966, -9.966, 1.997, -9.966, 2.177, 2.685, -5.574, -9.966, -9.966, 3.159, 2.412, 3.353, 2.334, 1.896, -9.966, -9.966, -9.966, 5.4, -9.966, 1.953, 1.986, 3.479, -9.966, 3.328, -9.966, -9.966, -9.966, -9.966, 1.99, -9.966, 2.205, 1.892, -9.966, -9.966, -9.966, 1.956, -9.966, 2.004, 3.526, -9.966, -9.966, -9.966, 2.742, 3.043, -9.966, -9.966, -9.966, 4.628, -9.966, 2.074, -9.966, -9.966, -9.966, 2.454, 2.422, -9.966, 3.401, -9.966, -9.966, 2.144, 3.272, -9.966, 2.368, 2.412, -9.966, -9.966, -9.966, 2.316, -9.966, -9.966, 2.698, -5.574, 2.951, 4.166, -9.966, -9.966, 3.06, -9.966, 3.245, -9.966, -9.966, 3.917, 2.852, -5.574, -9.966, -9.966, 1.975, 2.698, 2.66, 2.549, -9.966, 2.157, -9.966], ""color"": [0.5529411764705883, 0.6274509803921569, 0.796078431372549]}"
TCGA,TCGA Breast Invasive Carcinoma,Isoform 4,ENST00000578502,"{""label"": ""ENST00000578502"", ""med"": -0.0574, ""q1"": -1.595, ""q3"": 1.302, ""whislo"": -4.293, ""whishi"": 5.64, ""fliers"": [-9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, 5.832, -9.966, -9.966, -9.966, -9.966, -9.966, -8.381, -9.966, -9.966, -9.966, -9.966, 6.439, -9.966, -9.966, 5.73, -9.966, -9.966, 5.815, -9.966, -9.966, -9.966, 6.03, -9.966, -9.966, -9.966, 5.974, 5.711, -9.966, -9.966, 6.167, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, 6.055, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, 6.061, -9.966, 5.735, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, 6.068, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, 7.001, -9.966, -9.966, -9.966, -9.966, -9.966], ""color"": [0.9058823529411765, 0.5411764705882353, 0.7647058823529411]}"
TCGA,TCGA Breast Invasive Carcinoma,Isoform 5,ENST00000578709,"{""label"": ""ENST00000578709"", ""med"": -9.966, ""q1"": -9.966, ""q3"": -9.966, ""whislo"": -9.966, ""whishi"": -9.966, ""fliers"": [-2.727, -3.626, -3.816, -3.626, -3.626, -2.932, -2.826, -3.458, -2.932, -3.816, -3.626, -2.245, -2.315, -3.308, -3.171, -3.308, -0.5936, -4.293, -3.047, -1.994, -2.932, -4.608, -1.117, -2.826, -3.626, -4.035, -1.283, -3.308, -4.293, -3.308, -1.47, -3.047, -2.315, -3.816, -3.458, -3.816, -4.293, -3.816, -4.293, -1.742, -3.626, -3.308, -2.635, -3.458, -3.047, -4.035, -3.626, -1.47, -2.635, -1.214, -3.816, -1.732, -3.816, -2.826, -2.932, -3.626, -2.826, -2.245, -1.639, -2.635, -2.114, -3.308, -2.786, -3.458, -2.245, -2.826, -4.035, -1.781, -3.458, -1.639, -3.626, -0.9971, -2.932, -1.685, -3.458, -2.548, -1.732, -3.047, -1.595, -1.831, -1.181, -3.047, -0.9132, -4.035, -4.035, -4.035, -4.293, -2.826, -2.178, -3.626, -1.849, -1.732, -3.626, -2.388, -2.727, -3.626, -2.635, -4.035, -1.994, -3.171, -2.466, -3.458, -4.035, -3.816, -2.727, -3.626, -4.035, -2.114, -0.5973, -1.595, -3.626, -1.086, -2.806, -2.466, -2.053, -3.171, -4.035, -2.826, -3.458, -3.171, -2.635, -2.727, -2.114, -3.458, -3.816, -3.458, -1.994, -3.816, -4.035, -1.831, -3.458, -3.626, -2.932, -2.053, -4.035, -3.626, -3.816, -2.114, -5.718, -3.626, -4.608, -3.171, -2.363, -3.816, -3.458, -1.938, -7.644, -0.9406, -3.458, -2.932, -1.732, -3.308, -4.035, -3.308, -1.938, -1.595, -3.458, -3.816, -1.884, -2.548, -0.3201, -3.816, -2.635, -3.308, -3.458, -3.626, -1.781, -4.035, 1.453, -4.293, -2.826, -1.149, -3.047, -1.994, -3.626, -2.727, -3.458, -2.635, -4.035, -3.047, -4.293, -0.2671, -3.816], ""color"": [0.6509803921568628, 0.8470588235294118, 0.32941176470588235]}"
TCGA,TCGA Breast Invasive Carcinoma,Isoform 6,ENST00000580074,"{""label"": ""ENST00000580074"", ""med"": 2.071, ""q1"": 0.1124, ""q3"": 3.476, ""whislo"": -4.608, ""whishi"": 8.444, ""fliers"": [-9.966, -9.966, 9.083, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, 8.545, -9.966, 8.82, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, 8.85, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966], ""color"": [1.0, 0.8509803921568627, 0.1843137254901961]}"
TCGA,TCGA Breast Invasive Carcinoma,Isoform 7,ENST00000582818,"{""label"": ""ENST00000582818"", ""med"": -9.966, ""q1"": -9.966, ""q3"": -0.8599, ""whislo"": -9.966, ""whishi"": 4.61, ""fliers"": [], ""color"": [0.8980392156862745, 0.7686274509803922, 0.5803921568627451]}"
TCGA,TCGA Breast Invasive Carcinoma,Isoform 8,ENST00000584450,"{""label"": ""ENST00000584450"", ""med"": -4.293, ""q1"": -9.966, ""q3"": -2.635, ""whislo"": -9.966, ""whishi"": 4.335, ""fliers"": [], ""color"": [0.7019607843137254, 0.7019607843137254, 0.7019607843137254]}"
TCGA,TCGA Breast Invasive Carcinoma,Isoform 9,ENST00000584601,"{""label"": ""ENST00000584601"", ""med"": -2.053, ""q1"": -4.035, ""q3"": -0.7834, ""whislo"": -6.506, ""whishi"": 3.794, ""fliers"": [-9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, 4.168, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, 4.529, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966], ""color"": [0.4, 0.7607843137254902, 0.6470588235294118]}"
TCGA,TCGA Cervical & Endocervical Cancer,Isoform 1,ENST00000269571,"{""label"": ""ENST00000269571"", ""med"": 3.123, ""q1"": 2.0395, ""q3"": 3.9105, ""whislo"": -0.6416, ""whishi"": 6.44, ""fliers"": [-9.966, -9.966, -1.994, -5.574, 10.5, -1.595, 6.882, -2.114, -9.966, -3.816, -2.727, -0.9406, 11.27, 7.417, -1.392, -9.966, 7.986, -9.966, -5.574, 7.642, -1.994, -2.727, 9.128, -9.966, -2.388, -9.966, 9.31, -1.056, -3.308, -1.552, -9.966, -2.548, -3.458, -3.816, 7.856, 8.917, 9.027, -2.635], ""color"": [0.4, 0.7607843137254902, 0.6470588235294118]}"
TCGA,TCGA Cervical & Endocervical Cancer,Isoform 2,ENST00000445658,"{""label"": ""ENST00000445658"", ""med"": -2.388, ""q1"": -4.608, ""q3"": -0.8665, ""whislo"": -9.966, ""whishi"": 3.58, ""fliers"": [8.482, 8.518, 4.906, 8.948], ""color"": [0.9882352941176471, 0.5529411764705883, 0.3843137254901961]}"
TCGA,TCGA Cervical & Endocervical Cancer,Isoform 3,ENST00000578199,"{""label"": ""ENST00000578199"", ""med"": -4.608, ""q1"": -9.966, ""q3"": -3.047, ""whislo"": -9.966, ""whishi"": 5.72, ""fliers"": [], ""color"": [0.5529411764705883, 0.6274509803921569, 0.796078431372549]}"
